0.000000 10 0.070000
0.000000 2040 0.000245
[x: 0.000000 t: 0.000000 u: 0.500000]
[x: 0.070000 t: 0.000000 u: 0.465000]
[x: 0.140000 t: 0.000000 u: 0.430000]
[x: 0.210000 t: 0.000000 u: 0.395000]
[x: 0.280000 t: 0.000000 u: 0.360000]
[x: 0.350000 t: 0.000000 u: 0.325000]
[x: 0.420000 t: 0.000000 u: 0.290000]
[x: 0.490000 t: 0.000000 u: 0.255000]
[x: 0.560000 t: 0.000000 u: 0.220000]
[x: 0.630000 t: 0.000000 u: 0.185000]

[x: 0.000000 t: 0.000245 u: 0.500061]
[x: 0.070000 t: 0.000245 u: 0.465057]
[x: 0.140000 t: 0.000245 u: 0.430053]
[x: 0.210000 t: 0.000245 u: 0.395048]
[x: 0.280000 t: 0.000245 u: 0.360044]
[x: 0.350000 t: 0.000245 u: 0.325040]
[x: 0.420000 t: 0.000245 u: 0.290036]
[x: 0.490000 t: 0.000245 u: 0.255031]
[x: 0.560000 t: 0.000245 u: 0.220027]
[x: 0.630000 t: 0.000245 u: 0.150018]

[x: 0.000000 t: 0.000490 u: 0.500123]
[x: 0.070000 t: 0.000490 u: 0.465114]
[x: 0.140000 t: 0.000490 u: 0.430105]
[x: 0.210000 t: 0.000490 u: 0.395097]
[x: 0.280000 t: 0.000490 u: 0.360088]
[x: 0.350000 t: 0.000490 u: 0.325080]
[x: 0.420000 t: 0.000490 u: 0.290071]
[x: 0.490000 t: 0.000490 u: 0.255062]
[x: 0.560000 t: 0.000490 u: 0.220003]
[x: 0.630000 t: 0.000490 u: 0.150037]

[x: 0.000000 t: 0.000735 u: 0.500184]
[x: 0.070000 t: 0.000735 u: 0.465171]
[x: 0.140000 t: 0.000735 u: 0.430158]
[x: 0.210000 t: 0.000735 u: 0.395145]
[x: 0.280000 t: 0.000735 u: 0.360132]
[x: 0.350000 t: 0.000735 u: 0.325119]
[x: 0.420000 t: 0.000735 u: 0.290107]
[x: 0.490000 t: 0.000735 u: 0.255094]
[x: 0.560000 t: 0.000735 u: 0.219979]
[x: 0.630000 t: 0.000735 u: 0.150055]

[x: 0.000000 t: 0.000980 u: 0.500245]
[x: 0.070000 t: 0.000980 u: 0.465228]
[x: 0.140000 t: 0.000980 u: 0.430211]
[x: 0.210000 t: 0.000980 u: 0.395194]
[x: 0.280000 t: 0.000980 u: 0.360176]
[x: 0.350000 t: 0.000980 u: 0.325159]
[x: 0.420000 t: 0.000980 u: 0.290142]
[x: 0.490000 t: 0.000980 u: 0.255125]
[x: 0.560000 t: 0.000980 u: 0.219956]
[x: 0.630000 t: 0.000980 u: 0.150074]

[x: 0.000000 t: 0.001225 u: 0.500307]
[x: 0.070000 t: 0.001225 u: 0.465285]
[x: 0.140000 t: 0.001225 u: 0.430264]
[x: 0.210000 t: 0.001225 u: 0.395242]
[x: 0.280000 t: 0.001225 u: 0.360221]
[x: 0.350000 t: 0.001225 u: 0.325199]
[x: 0.420000 t: 0.001225 u: 0.290178]
[x: 0.490000 t: 0.001225 u: 0.255156]
[x: 0.560000 t: 0.001225 u: 0.219932]
[x: 0.630000 t: 0.001225 u: 0.150092]

[x: 0.000000 t: 0.001470 u: 0.500368]
[x: 0.070000 t: 0.001470 u: 0.465342]
[x: 0.140000 t: 0.001470 u: 0.430316]
[x: 0.210000 t: 0.001470 u: 0.395291]
[x: 0.280000 t: 0.001470 u: 0.360265]
[x: 0.350000 t: 0.001470 u: 0.325239]
[x: 0.420000 t: 0.001470 u: 0.290213]
[x: 0.490000 t: 0.001470 u: 0.255186]
[x: 0.560000 t: 0.001470 u: 0.219909]
[x: 0.630000 t: 0.001470 u: 0.150110]

[x: 0.000000 t: 0.001715 u: 0.500429]
[x: 0.070000 t: 0.001715 u: 0.465399]
[x: 0.140000 t: 0.001715 u: 0.430369]
[x: 0.210000 t: 0.001715 u: 0.395339]
